"hid","doc_id","year","region","station","country","act","class"
"HID0078","PB1887",1890,"Punjab","Rawalpindi","British India",NA,NA
"HID0079","PB1887",1890,"Punjab","Murree","British India","Voluntary System",NA
"HID0080","PB1887",1890,"Punjab","Peshawar","British India","Act III of 1880","Third Class"
"HID0081","PB1887",1890,"Punjab","Nowshera","British India",NA,NA
"HID0082","MD1876",1877,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0083","MD1876",1877,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0084","MD1876",1877,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0085","MD1876",1877,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0086","MD1876",1877,"Madras Presidency","Madras","British India","Act XXII of 1864","Civil"
"HID0087","MD1876",1877,"Madras Presidency","Rangoon","British Burma","Act XXII of 1864","Civil"
"HID0088","MD1876",1877,"Madras Presidency","St. Thomas’ Mount","British India","Act XXII of 1864","Military"
"HID0089","MD1876",1877,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0090","MD1876",1877,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0091","MD1876",1877,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0092","MD1876",1877,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0093","MD1876",1877,"Madras Presidency","Trichinopoly","British India","Act XXII of 1864","Military"
"HID0094","MD1876",1877,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0095","MD1876",1878,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0096","MD1876",1878,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0097","MD1876",1878,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0098","MD1876",1878,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0099","MD1876",1878,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0100","MD1876",1878,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0101","MD1876",1878,"Madras Presidency","Trichinopoly","British India","Act XXII of 1864","Military"
"HID0102","MD1876",1878,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0103","MD1876",1878,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0104","MD1876",1878,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0105","MD1876",1878,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0106","MD1876",1878,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0107","MD1876",1879,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0108","MD1876",1879,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0109","MD1876",1879,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0110","MD1876",1879,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0111","MD1876",1879,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0112","MD1876",1879,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0113","MD1876",1879,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0114","MD1876",1879,"Madras Presidency","Trichinopoly","British India","Act XXII of 1864","Military"
"HID0115","MD1876",1879,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0116","MD1876",1879,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0117","MD1876",1879,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0118","MD1876",1879,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0119","MD1876",1879,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0120","MD1876",1880,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0121","MD1876",1880,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0122","MD1876",1880,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0123","MD1876",1880,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0124","MD1876",1880,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0125","MD1876",1880,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0126","MD1876",1880,"Madras Presidency","Trichinopoly","British India","Act XXII of 1864","Military"
"HID0127","MD1876",1880,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0128","MD1876",1880,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0129","MD1876",1880,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0130","MD1876",1880,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0131","MD1876",1880,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0132","MD1876",1880,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0133","MD1876",1881,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0134","MD1876",1881,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0135","MD1876",1881,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0136","MD1876",1881,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0137","MD1876",1881,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0138","MD1876",1881,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0139","MD1876",1881,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0140","MD1876",1881,"Madras Presidency","Trichinopoly","British India","Act XXII of 1864","Military"
"HID0141","MD1876",1881,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0142","MD1876",1881,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0143","MD1876",1881,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0144","MD1876",1881,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0145","MD1876",1881,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0146","MD1876",1882,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0147","MD1876",1882,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0148","MD1876",1882,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0149","MD1876",1882,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0150","MD1876",1882,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0151","MD1876",1882,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0152","MD1876",1882,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0153","MD1876",1882,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0154","MD1876",1882,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0155","MD1876",1882,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0156","MD1876",1882,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0157","MD1876",1882,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0158","MD1876",1883,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0159","MD1876",1883,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0160","MD1876",1883,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0161","MD1876",1883,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0162","MD1876",1883,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0163","MD1876",1883,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0164","MD1876",1883,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0165","MD1876",1883,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0166","MD1876",1883,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0167","MD1876",1883,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0168","MD1876",1883,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0169","MD1876",1883,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0170","MD1876",1884,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0171","MD1876",1884,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0172","MD1876",1884,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0173","MD1876",1884,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0174","MD1876",1884,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0175","MD1876",1884,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0176","MD1876",1884,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0177","MD1876",1884,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0178","MD1876",1884,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0179","MD1876",1884,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0180","MD1876",1884,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0181","MD1876",1884,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0182","MD1876",1885,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0183","MD1876",1885,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0184","MD1876",1885,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0185","MD1876",1885,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0186","MD1876",1885,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0187","MD1876",1885,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0188","MD1876",1885,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0189","MD1876",1885,"Madras Presidency","Belgaum","British India","Act XXII of 1864","Military"
"HID0190","MD1876",1885,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0191","MD1876",1885,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0192","MD1876",1885,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0193","MD1876",1885,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0194","MD1876",1885,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0195","MD1876",1886,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0196","MD1876",1886,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0197","MD1876",1886,"Madras Presidency","Belgaum","British India","Act XXII of 1864","Military"
"HID0198","MD1876",1886,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0199","MD1876",1886,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0200","MD1876",1886,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0201","MD1876",1886,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0202","MD1876",1886,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0203","MD1876",1886,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0204","MD1876",1886,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0205","MD1876",1886,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0206","MD1876",1886,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0207","MD1876",1886,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0208","MD1876",1887,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0209","MD1876",1887,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0210","MD1876",1887,"Madras Presidency","Belgaum","British India","Act XXII of 1864","Military"
"HID0211","MD1876",1887,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0212","MD1876",1887,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0213","MD1876",1887,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0214","MD1876",1887,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0215","MD1876",1887,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0216","MD1876",1887,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0217","MD1876",1887,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0218","MD1876",1887,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0219","MD1876",1887,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0220","MD1876",1887,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0221","MD1876",1888,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0222","MD1876",1888,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0223","MD1876",1888,"Madras Presidency","Belgaum","British India","Act XXII of 1864","Military"
"HID0224","MD1876",1888,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0225","MD1876",1888,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0226","MD1876",1888,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0227","MD1876",1888,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0228","MD1876",1888,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0229","MD1876",1888,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0230","MD1876",1888,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0231","MD1876",1888,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0232","MD1876",1888,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0233","MD1876",1888,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0234","MD1876",1889,"Madras Presidency","Bangalore","British India","Act XXII of 1864","Military"
"HID0235","MD1876",1889,"Madras Presidency","Bellary","British India","Act XXII of 1864","Military"
"HID0236","MD1876",1889,"Madras Presidency","Belgaum","British India","Act XXII of 1864","Military"
"HID0237","MD1876",1889,"Madras Presidency","Cannanore","British India","Act XXII of 1864","Military"
"HID0238","MD1876",1889,"Madras Presidency","Kamptee","British India","Act XXII of 1864","Military"
"HID0239","MD1876",1889,"Madras Presidency","St. Thomas' Mount","British India","Act XXII of 1864","Military"
"HID0240","MD1876",1889,"Madras Presidency","Secunderabad","British India","Act XXII of 1864","Military"
"HID0241","MD1876",1889,"Madras Presidency","Wellington","British India","Act XXII of 1864","Military"
"HID0242","MD1876",1889,"Madras Presidency","Seetabuldee","British India","Act XXII of 1864","Military"
"HID0243","MD1876",1889,"Madras Presidency","Madras","British India","Act XIV of 1868","Civil"
"HID0244","MD1876",1889,"Burma","Rangoon","British Burma","Act XIV of 1868","Civil"
"HID0245","MD1876",1889,"Burma","Thayetmyo","British Burma","Act XIV of 1868","Civil"
"HID0246","MD1876",1889,"Burma","Tonghoo","British Burma","Act XIV of 1868","Civil"
"HID0247","BB1886",1873,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0248","BB1886",1873,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0249","BB1886",1873,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0250","BB1886",1873,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0251","BB1886",1873,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0252","BB1886",1873,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0253","BB1886",1875,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0254","BB1886",1875,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0255","BB1886",1875,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0256","BB1886",1875,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0257","BB1886",1875,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0258","BB1886",1875,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0259","BB1886",1877,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0260","BB1886",1877,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0261","BB1886",1877,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0262","BB1886",1877,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0263","BB1886",1877,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0264","BB1886",1877,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0265","BB1886",1877,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0266","BB1886",1877,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0267","BB1886",1878,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0268","BB1886",1878,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0269","BB1886",1878,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0270","BB1886",1878,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0271","BB1886",1878,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0272","BB1886",1878,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0273","BB1886",1878,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0274","BB1886",1878,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0275","BB1886",1879,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0276","BB1886",1879,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0277","BB1886",1879,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0278","BB1886",1879,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0279","BB1886",1879,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0280","BB1886",1879,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0281","BB1886",1879,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0282","BB1886",1879,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0283","BB1886",1880,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0284","BB1886",1880,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0285","BB1886",1880,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0286","BB1886",1880,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0287","BB1886",1880,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0288","BB1886",1880,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0289","BB1886",1880,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0290","BB1886",1880,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0291","BB1886",1881,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0292","BB1886",1881,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0293","BB1886",1881,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0294","BB1886",1881,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0295","BB1886",1881,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0296","BB1886",1881,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0297","BB1886",1881,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0298","BB1886",1881,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
"HID0299","BB1886",1882,"Burma","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0300","BB1886",1882,"Burma","Bassein","British India","Act XIV of 1868","Third Class"
"HID0301","BB1886",1882,"Burma","Prome","British India","Act XIV of 1868","Second Class"
"HID0302","BB1886",1882,"Burma","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0303","BB1886",1882,"Burma","Akyab","British India","Act XIV of 1868","Second Class"
"HID0304","BB1886",1882,"Burma","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0305","BB1886",1882,"Burma","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0306","BB1886",1882,"Burma","Henzada","British India","Act XIV of 1868","Third Class"
