"hid","doc_id","year","region","station","country","act","class"
"HID0296","BB1881",1881,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0297","BB1881",1881,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0298","BB1881",1881,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0299","BB1882",1882,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0300","BB1882",1882,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0301","BB1882",1882,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0302","BB1882",1882,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0303","BB1882",1882,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0304","BB1882",1882,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0305","BB1882",1882,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0306","BB1882",1882,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0307","BB1883",1883,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0308","BB1883",1883,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0309","BB1883",1883,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0310","BB1883",1883,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0311","BB1883",1883,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0312","BB1883",1883,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0313","BB1883",1883,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0314","BB1883",1883,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0315","BB1884",1884,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0316","BB1884",1884,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0317","BB1884",1884,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0318","BB1884",1884,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0319","BB1884",1884,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0320","BB1884",1884,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0321","BB1884",1884,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0322","BB1884",1884,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0323","BB1885",1885,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0324","BB1885",1885,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0325","BB1885",1885,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0326","BB1885",1885,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0327","BB1885",1885,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0328","BB1885",1885,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0329","BB1885",1885,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0330","BB1885",1885,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0331","BB1886",1886,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0332","BB1886",1886,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0333","BB1886",1886,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0334","BB1886",1886,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0335","BB1886",1886,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0336","BB1886",1886,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0337","BB1886",1886,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0338","BB1886",1886,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0339","BB1887",1887,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0340","BB1887",1887,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0341","BB1887",1887,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0342","BB1887",1887,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0343","BB1887",1887,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0344","BB1887",1887,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0345","BB1887",1887,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0346","BB1887",1887,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0347","BB1888",1888,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0348","BB1888",1888,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0349","BB1888",1888,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0350","BB1888",1888,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0351","BB1888",1888,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0352","BB1888",1888,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0353","BB1888",1888,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0354","BB1888",1888,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
"HID0355","BB1889",1889,"British Burma Division","Rangoon","British India","Act XXII of 1864","Second Class"
"HID0356","BB1889",1889,"British Burma Division","Bassein","British India","Act XIV of 1868","Third Class"
"HID0357","BB1889",1889,"British Burma Division","Prome","British India","Act XIV of 1868","Second Class"
"HID0358","BB1889",1889,"British Burma Division","Thayetmyo","British India","Act XXII of 1864","Second Class"
"HID0359","BB1889",1889,"British Burma Division","Akyab","British India","Act XIV of 1868","Second Class"
"HID0360","BB1889",1889,"British Burma Division","Moulmein","British India","Act XIV of 1868","Second Class"
"HID0361","BB1889",1889,"British Burma Division","Toungoo","British India","Act XIV of 1868","Third Class"
"HID0362","BB1889",1889,"British Burma Division","Henzada","British India","Act XIV of 1868","Third Class"
